"","klasifikasi","score","text"
"8385","Positif",0,"  hibur malam     antem embuh anggota polri keroyok  anggota dprd sumut  belas teman â€ via"
"8386","Positif",0,"tuju mbak tuduh serius darigak   selesai   maaf    ajar usul suruh  kerja sosial  rs khusus rujuk  â€"
"8387","Positif",3,"pengaruh pandemi   ubah  hidup manusia  dunia masuk     manfaat teknologi banggabuatanindonesia kitabelakitabeli"
"8388","Positif",1," guru positif  sekolah  pariaman sumbar  diliburkanâ"
"8389","Negatif",-1,"kepri bentuk smasmk  kampus tangguh "
"8390","Positif",1,"syafakallahlaa basaa thahurun insyaa allah suami   sdng karantina  rs  positif "
"8391","Positif",0,"sampa sayang  maskerjaga jarak lindung   orang kasih  disiplin protokol sehat pei masker   jaga jarak aman  upaya cegah sebar covidpictwittercomsrpjgbjj"
"8392","Negatif",-3,"pasuk israel   menteri alquds palestina fadi alhadami  rumah   jumat  peran  nang   paksa  enak masker wajah noda darah â€"
"8393","Positif",0," prajurit  capa tni  sembuh   taucepattanpabatas beritaterkini berita news beritanasional â€"
"8394","Negatif",-3,"pasca    beri ubah   sektor a umkm     beahan lawan terpa     pemerintah  kian bantu   program    cinta tanah air   banggabuatanindonesia kitabelakitabeli pictwittercomlssxucqqe"
"8395","Positif",0,"himbauan  rangka sosialisasi laksana adaptasi  barupendisiplinan masyarakatmenjalankan aktivitas  terap protokol sehat  cegah tular   wilkum polsekâ€ â€"
"8396","Positif",0,"program pemulihan ekonomi nasional pengin  salah  rangkai giat   urang dampak  hadap ekonomi â€ proyekstrategisnasional pictwittercomebmrbwty"
"8397","Positif",0,"bhabinkamtibmas polsek barus bripka h sinaga melaksanakn tatap muka  masyarakt desa aek dakka c barus  menyampaikn pesn kamtibmas  memtuhi protokol kasusehatn pandemi    masker cuci tang jaga jarak jaga kasusehatnpictwittercommnbzdzqoj"
"8398","Positif",0,"giat cuci tang  satpas sim satlantas polres kampar  cegah tular  â€"
"8399","Negatif",-3,"  mati   korban  keluarga    temu  orang fotografer        aneh a    aneh  anjihype â€"
"8400","Negatif",-2,"talkshow online â€œkolaborasi filantropidunia usaha   dampak pandemi covidâ€  eri palgunadi vp of marketing jne acara  pandu  irvan nugraha  chief marketing officer rumah zakat selasa juli  live on youtube rumah zakatpictwittercomdzknfyvu"
"8401","Positif",0,"luhut binsar pandjaitan  pemerintah pusat   skenario tanggulang pandemi       second wave  gelombang  covidãƒ luhut"
"8402","Positif",0,"meni   pandemi        takut  adakan acara  situasi     takut    acara rundung cemas  takut karenaâ€ â€"
"8403","Positif",0,"bhabinkamtibmas aiptuturmulyadi kampanye protokol sehat  cegah coviddengan cuci tanganjaga jarak  pakai masker anticovid polisisumsel polisipalembang € â€"
"8404","Negatif",-1,"penanganan  honor tim gugus tugas  banding  risiko â€"
"8405","Positif",0,"ekor bab betina   dajal gambar mural  patut expose   and let them both e â€"
"8406","Positif",0,"presiden jokowi bubar gugus tugas  â€"
"8407","Positif",0,"giat cek suhu tubuh  satpas sim satlantas polres kampar  cegah tular  â€"
"8408","Negatif",-1,"a ci gaba  yaki  cutar    turkiyya  y a ranar alhamis din nan cutar ta y ajalin karin mutane wanda ya kawo adadin wadanda ta kashe a turkiyya zuwa dubu hausa â€"
"8409","Positif",0,"danramil himbau pasar saporete islamic centre menyesuaian sop covidpictwittercomfskqkdtg"
"8410","Negatif",-1,"free ride  frontliners ğÿ  harga jasa  korban  frontliners  bendung wabak   hop on hop off  menawarkan ticket    jom ronda ronda  ğÿ• jom cuti cuti malaysia ğÿ‡ğÿ‡ klhoponhopoff rondarondakl cuticutimalaysia pictwittercomsslxgtjtq"
"8411","Positif",2,"  menteri kabinet brazil positif  â€"
"8412","Positif",0,"bio farma lakukan uji klinis vaksin   china â€ via"
"8413","Positif",0,"  rebak  maret sheila on  konser  anggota grup musik  jalan aktivitas seharihari pei cengkerama  anak unggah konten medsos  latih musik tokoh kompas â€"
"8414","Positif",0,"      harga "
"8415","Positif",0," patuh protokol sehat  hindar  â€"
"8416","Positif",0,"giat cek suhu tubuh  satpas sim satlantas polres kampar  cegah tular  â€"
"8417","Positif",0,"positif   kota malang beambah  â€"
"8418","Negatif",-1,"  pemerintah fokus dengans trategi tingkat kapasitas tes acak   awat  nek sebar covidpictwittercompdupjxik"
"8419","Negatif",-1,"repostkanit sabhara polsek ali bripka saptanto laksana giat disiplin warga masyarakat  sosialisasi adaptasi    rangka cegah sebar   menujuâ€ â€"
"8420","Negatif",-1,"if not because of  my lecturer  malaysiamesti deh bawa budak upm    haritu"
"8421","Positif",1,"   pemerintah  turun langsung beri pengaruhperubahan lumayan  pasca pandemi   banggabuatanindonesia kitabelakitabeli"
"8422","Positif",0,"idul qurban   uji  qurban iduladhapusat studi ilmu alquran  tafsirpusiat elhasani â€"
"8423","Positif",0,"selasa juli laksana rapat koordinasi tanggulang  cegah  sobatsosialdesa jeparatanggapcorona pemkabjepara dinsospermasdesjepara â€"
"8424","Positif",0,"dampak    pakai kabupaten sambas  karung beras  warga dampak â€"
"8425","Positif",1," kentut  mulia   bersin "
"8426","Positif",0,"giat cek suhu tubuh  satpas sim satlantas polres kampar  cegah tular  â€"
"8427","Negatif",-1,"dasar data  tim surfelence  orang tugas  beugas  rs sele be solu kota sorong nyata positif  publisherstory â€"
"8428","Positif",1,"pemerintah komitmen  menangani pandemi    wilayah indonesiapictwittercomcyqzhgofv"
"8429","Positif",0,"  gerak"
"8430","Positif",1," prajurit  capa tni  sembuh dariâ  â€"
"8431","Positif",1," orang positif   purwakaa nyata sembuhantara news jawa barat â€"
"8432","Positif",0,"polsek sungai kunyit cegah  poldakalbar pictwittercomfzyyfhm"
"8433","Negatif",-1,"masuk  indonesia pasca pandemi  inimembawa  ubah  sektor   sadar     berubahbanggabuatanindonesia kitabelakitabeli"
"8434","Positif",0,"pemerintah     urang angka mati pasien covidpictwittercomzxbkcjwkxd"
"8435","Positif",0,"kemenkop ukm temu fakta  industri   dampak   umkm  gerak  sektor industri makan  industri kreatif banggabuatanindonesia kitabelakitabeli"
"8436","Positif",0,"  obat khusus  sembuh    sakit    rumah sakit  kasih obat sembuh       imun    biar  lawan          sembuh tial orang beda"
"8437","Positif",1,"indonesai optimis menang lawan covidpictwittercommvjottrmxj"
"8438","Positif",1,"tunggu servernya jbc normal"
"8439","Positif",0,"polsek sungai kunyit cegah  poldakalbar pictwittercomarwmctyz"
"8440","Positif",1,"saran  polri bekerjasama  rs rujuk  tangkap orang pei   hukum kerja sosial  rs rujuk   upah  cleaning service  tukang  makan â€"
"8441","Positif",1,"salur bantu jaring aman sosial  kabupaten tahapiikepada warga  dampak  desa cepokosawit c sawit kab boyolali sabtutanggal juli  sd wib salur sbyk kkpictwittercompwhvalb"
"8442","Positif",1,"  lembaga jokowi  bubar gugus tugas cepat  â€"
"8443","Negatif",-2,"  negara komunis hasil menangani   tipu   hasil proteksi privasi  spesimen   sengaja  bunuhrhsia  meminimalis kurva  publik      tuduh   mikroba jenis dging mentah  babi â€"
"8444","Negatif",-2,"sila pakai mask dont leave home  kat neger cik siti wan kembang  nk tengok orang pakai mask   susah   pakai mask    pelik mask wearmaskkitajagakita  penjarakansosial"
"8445","Positif",0,"   rakyat  tangis juang  butuh hidup   sulit biaya masuk sekolah ajar     semoga  baca  mentri ğÿ™ğÿ™ğÿ™ğÿ™ğÿ™ğÿ™ğÿ™ğÿ™"
"8446","Negatif",-2," buka lowong kerja     sulit cari kerja   pandemi   solusi kerja  rumah modal kuota gaji juta    daftar    agency ss managementpictwittercomwvgynprt"
"8447","Positif",0,"ye sawaal pta kak liye suited hai log games tiktok youtube ki waja sr ghar tik kak beth rhe the ye sab ban  wo log bahir  open season then"
"8448","Positif",0,"induk holding bumn farmasi pt bio farma sero  uji klinis tahap iii vaksin   agustus    produksi biofarma via â€"
"8449","Positif",0,"polsek sungai kunyit cegah  poldakalbar pictwittercomydxrxajzx"
"8450","Negatif",-1,"tema kkm tematik   yaitutetap produktif  kkm  era pandemi   bangun bangsa  masyarakat    poster    ğÿ™† yuk   ğÿ˜‰ kkmuntiajawara kkmuntia"
"8451","Negatif",-3," kasus baharu   tempoh minggu  trend tingkat orang ramai nasihat  ambil mudah  elak tindak   masuk laksana  perintah kurung cukuplahâ€ â€"
"8452","Positif",1,"bpbd jatim terima bantu penanganan   komisi viii dpr r â€"
"8453","Positif",1,"proyek strategis nasional penuh kriteria   pulih ekonomi pasca pandemi  proyekstrategisnasional â€ pictwittercomrsqsnndm"
"8454","Positif",0,"   bawa    elak sakit  bawa pengin bawa cecair basmi kuman bawa tisu basah bawa telekungsejadah  pelitup muka sumber"
"8455","Positif",2,"  daerah   penyebarancovid  luas  kapasitas batas  terap langkahlangkah kendali utama ditempattempat  jaga jarak fisik minimal meter  "
"8456","Positif",0,"kaltim updatepenularan   kaltim tingkat via"
"8457","Positif",0,"  indonesia    ubah lumayan   pandemi  salah     bangsa  beli produk  neger banggabuatanindonesia kitabelakitabeli"
"8458","Negatif",-4,"rumah zakat salur bantu modal usaha  a umkm dampak  foto rumah zakat tegal rumah zakat â€“ umkm rupa salah  usaha   dampak      jaga langsung  a usaha  â€"
"8459","Negatif",-4,"ujang terima bantu modal  sarana usaha  rumah zakat ujang salah  terima manfaat  desa daya bulu rim bantu sarana usaha  rumah zakat foto rumah zakat kab seram  timur rumah zakat â€“  pandemi   beâ€"
"8460","Negatif",-2,"rz magz edisi  juli pandemi     indonesia    beri dampak ekonomi   signifikan  masyarakat tanggap   rumah zakat  desa daya  sebar   iâ€"
"8461","Negatif",-2,"update klaster capa  juli  total pasien  orang nefra   orang  konfirmasi tinggal orang   konfirmasi "
"8462","Positif",0,"polsek sungai kunyitbcegah  poldakalbar pictwittercomdhgkqnjzw"
"8463","Negatif",-1," maasa pandemi  usaha transaksi   non tunai ya gaess   aman  kemunkinan  papar covidpictwittercomkukizdvkji"
"8464","Positif",0,"bhabinkamtibmas polsek purwojati aiptu sugeng priyanto sh laksana pemantauan  aman salur bpnt dampak   ewarung wilayah desa kaliurip c purwojati kab banyumas selasa jatenglawancorona jagajarak pakaimasker tnipolrisolid pictwittercomonkubeyssr"
"8465","Positif",0,"update   pusdikom tni  capa  â€ via"
"8466","Negatif",-1,"ayan samsat desa anggota satlantas polres blora  terap protokol sehat  putus sebar   pictwittercomrowoimxwk"
"8467","Positif",1," ajang bisnis tenaga medis"
"8468","Positif",0,"selasa bhabinkamtibmas desa ulak aipda i nengah sulingga laksana sambang  pasarpeken rahayu gemuh prg desa adat ulak menghimbau  mengedukasiwarga unjung  dagang   protokol sehat  cegah sebar covidpictwittercomsvqtdsmbww"
"8469","Positif",0,"lakukan tracing capa  delapan warga nyata reaktif  â€ via"
"8470","Negatif",-1," indonesia  ubah pasca pandemi         bangsa  sadar  beli produk  neger banggabuatanindonesia kitabelakitabeli"
"8471","Positif",0,"presiden jokowi bubar gtpp  a    "
"8472","Positif",0," terang pandemi    wabah   masyarakat  peduli  lingkung utama   lingkung kitar bersih aman bebas    bahaya  banggabuatanindonesia kitabelakitabeli"
"8473","Positif",0,"giat semprot disinfectant  stadion kaharudin nasution rumbai pekanbaru  team  polda riau selasa pagi polriuntukindonesia polricegahcorona pictwittercomyvbkfrrels"
"8474","Negatif",-1,"mari  lawan  ds plesungan c kapas kab bojonegoro kampungtangguhsemeru cucitangan pakaimasker jagajarak polresbojonegoro pictwittercomndcvekgk"
"8475","Positif",0,"camat sumur bandung  tim gugus tugas  camat sumur bandung  rangkarapat minggon kait evaluasi kinerja  program kerja camat sumur bandung ta hubung  laksana dalamâ€ â€"
"8476","Positif",0," bidang bisnis travel   jarang dilakukankandikarenakan  status new normal  daerah      banggabuatanindonesia kitabelakitabeli"
"8477","Positif",0," bangsa indonesia  disiplin hadap penanganan   kunci    disiplin pakai masker jaga jarak  disiplin  cuci tang  disiplin    kunci  luhut luhut masker covidãƒ"
"8478","Positif",0,"polsek sungai kunyit cegah  poldakalbar pictwittercomrepyktop"
"8479","Positif",0,"masker     ruang  lenggang  masker   disiplin patuh protokol sehat  hindar   pictwittercomjsjdbcxu"
"8480","Negatif",-3,"ruang isolasi tekan negatif  letak  tanah luas mâ makan biaya kitar rp  fasilitas ruang isolasi beekanan negatif dilengakapi ventilator  hepafilter     awat pasien   gejala berat"
"8481","Positif",1,"direktur medik  keperawatan  zainal safri sppdkkv spjp kak direktur uang supomo  mkasus wakil gugus tugas cepat penanganan  sumatera utara badan nasional tanggulang bencana  dprd sumatera utara  damping gubsu"
"8482","Negatif",-2,"rsup ham medan   ruang rawat penanganan  gubernur sumatera utara edi rahmayadi terjun langsung  lokasi  tinjau kembang kasusiap ruang rawat isolasi    bersamamelawancovid rsupham pictwittercomrkdsvsuqp"
"8483","Positif",1,"bhabinkamtibmas brigadir junius ganteng laksana  blt sumber dana desa tahap iii  warga desa    dampak   polrestanahkaro pictwittercomeymqgljau"
"8484","Positif",0,"selamat pagi  selamat beraktifitasjangan lupa terap protokol sehat  pandemi   selesai  indonesia  peringkat  tular   derita  positif covidpictwittercommvmsih"
"8485","Positif",1,"adaptasi  barupatuhi atur  lintas  protokol sehat cegah   helm  selamat masker  sehat polrikawaltatananbaru polriuntukindonesia adaptasikebiasaanbaru pakaimasker pakaihelm jagajarak rajincucitangan pictwittercometxaxzccc"
"8486","Negatif",-2,"vaksin   usaha tiongkok sinovac biotech ltd   uji klinis fase   tanah air  agustus  kamuharustau â€"
"8487","Negatif",-1,"soaljawaban tvri  juli tvri belajardarirumah belajardirumah sekolah  coronavirus viruscorona beritaterkini berita beritaviral  covidindonesia covidãƒ   viral viralkan â€"
"8488","Negatif",-4,"sepeda  salah  pilih olahraga  transpoasi  minat orang  pandemi  wabah   salah  tren sepeda      kotakota       daerah  indonesia"
"8489","Positif",0,"polres karangasem  tuju zona integritas satpas sim polres karangasem  laksana protokol sehat   cegah tular covidpictwittercommeifjrku"
"8490","Positif",0,"   pandemik rektor  suka  bantu keluarga  kena pandemik   syarat  pakai surat terang miskin  keluarga       golong     coba tuh   ajuk"
"8491","Negatif",-1,"  kuarantin  rumah  disiplin     pulang   negara  kitateguhkitamenang komunikasikita stayathome jabatanpenerangan pictwittercomkxsrmswis"
"8492","Positif",2,"presiden r joko widodo terbit pres nomor  komite penanganan   pemulihan ekonomi nasionaldan     gugus tugas  gugus tugas pemulihan ekonomi  gugus tugas penanganan  sekapuulis pictwittercomdcxsowdcrz"
"8493","Positif",1,"lihat  survei   lakukan foune ceos temu   organisasi berpendapat pandemi  cepat transformasi teknologi  organisasi banggabuatanindonesia kitabelakitabeli"
"8494","Positif",0," aktivitas healinepeduli  radio fm  bekerjasama  baliholidaymandiritours  gamki bal cabang buleleng arah  sembako   pandemi  bagiâ€ â€"
"8495","Positif",0," ama kali pamer clothing kickfest gelar  online  upaya bangkit  dampak pandemi "
"8496","Positif",0," peta sebar  kota surabaya data  teayang   juli   sgr  up date   tolong sampa   kait"
"8497","Negatif",-2,"warga emas  golong  risiko   jangkit  rana faktor usia  komplikasi kasusihatan    kitateguhkitamenang komunikasikita stayathome jabatanpenerangan pictwittercomcquqgzo"
"8498","Positif",0,"danramil dukuhturi hadir launching bantu pangan  kabupaten tegalpictwittercomxkecxrn"
"8499","Positif",2,"ayo tumbuh  kembang  kospin sms koperasi koperasisyariah koperasiindonesia koperasisimpanpinjam kospinsms  umkm umkmindonesia umkmcirebon ridwanfarid koperasionline koperasikita koperasikaryawan koperasimahasiswa pictwittercomvnexadgpdp"
"8500","Negatif",-1,"  gejala   jarak  sekurangkurangnya meter  orang   kitateguhkitamenang komunikasikita stayathome jabatanpenerangan pictwittercomrrwnhvwj"
"8501","Positif",0,"pagi sahabat info syarat jalan    akses  link â€syarat test  basis swab pcrrapidtest menyesuaikan  bijak wilayah  tuju"
"8502","Positif",0,"sahabatbpom  adaptasinormalbaru hidup damping   disiplin terap protokol sehat  jalan   adaptasi   produktif  masker rajin mencuciâ€ â€"
"8503","Positif",0," jaya kkm   dunia kawal  kagum â€ pictwittercomeqxrhtjrkq"
"8504","Positif",0,"bhabinkamtibmas keluarga beras basah polsek pangkal susu brigadir  a siregar damping  lurah beras basah bpk zulkarnain menyambangi warga lingk x keluarga beras basah  sampa pesan kamtibmas kait adaptasi     pandemi covidpictwittercomseloteaii"
"8505","Positif",0,"lebi seram dampak  ngerusak ekonomi sosial budaya dll â€"
"8506","Negatif",-3,"â€ kecam  suara janggal foto jenazah  anji  sangkut kode etik sehat  jurnalisme"
"8507","Positif",0,"brimob jabar sambangi warga  pangkal ojeg  beri edukasi  himbauan protokol sehat  lakukan adaptasi   coronavirus  aksinyatalawancorona polricegahcorona polriuntukindonesia brimobjabarcegahcorona baktibrimobjabar pictwittercomqfnialpin"
"8508","Positif",1," hadir pandemi  tatanan hidup   ubah  gaes      indonesia     dunia banggabuatanindonesia kitabelakitabeli"
"8509","Negatif",-1,"jokowi bubar gugus tugas ganti satgas penanganan  breakingnews â€"
"8510","Negatif",-2,"pandemi     cepat transformasi teknologi  buah organisasi  dasar survei  lakukan  foune ceos teknologi informasi   salah  butuh utama  orang banggabuatanindonesia kitabelakitabeli"
"8511","Positif",0,"   yuk ramaiken nduknik nihayatulwafiroh theindonesianinstitute pictwittercomfozssmb"
"8512","Positif",2,"presiden joko widodo bubar gugus tugas cepat penanganan  bubar  teuang  atur presiden nomor   komite penanganan   pemulihan ekonomi nasional bubar berlakukan  juli news pictwittercomshjqwuqkk"
"8513","Positif",0,"     perkantoranahli    â€ pictwittercompzqcgwd"
"8514","Positif",0,"dasar survei   lakukan foune ceos temu   organisasi berpendapat pandemi  cepat transformasi teknologi  organisasi banggabuatanindonesia kitabelakitabelipictwittercomuhyicyzcih"
"8515","Positif",0,"relawan buruh for jokowi acung jempol bentuk tim pemulihan ekonomi  pictwittercomsbfjemwu"
"8516","Positif",0," data   kelompok kkn ğÿ—kkncovidupnveteranjatim kkncovidupnvjt kknupnjatim upnvjt â€"
"8517","Negatif",-1," kiamat   gaakan hilang  indonesia  kayak   bgst â€"
"8518","Positif",2,"gila kasusel banget baca   indonesia     debatin        pakai hoax embel pengin duit    maaf tuntut     kalo   maaf terima kasih mbak   tau    kang keong lagiğÿ˜ğÿ˜"
"8519","Negatif",-3,"    cari kerja  buang kerja    prasarana  cari technician  minat  email  contact nombor  teera tolongbantu   nak cari kerja ğÿ˜špictwittercomtdoccujm"
"8520","Positif",1,"suai atur presiden no fungsi  emban olehâ satgas covidâ     komite penanganan   pemulihan ekonomi nasional â€ bersamalawancovid wajibmasker ğÿ˜"
"8521","Negatif",-1,"â€œ  semengerikan ituâ€   tenaga medis warga  papar     derita   jujur     remeh jugapictwittercomiyrphes"
"8522","Negatif",-2,"anggota polsek lembeyan laksana giat patroli dialogis  sampa himbauan kamtibmas    masker  putus mata rantai sebar  â€"
"8523","Negatif",-1,"merang    tanggung  pemerintah   tanggung   mari patuh protokol sehat  henti sebar  bersatulawancovid adaptasikebiasaanbaru pictwittercomdvhkhmb"
"8524","Negatif",-1,"ğ‚ğğ•ğˆğƒğÿğÿ—ğ‰ğ€ğğ†ğ€ğ ğ€ğ‹ğğ€ orang ramai nasihat  ambil mudah  pandang ringan hadap pandemik     menang  patuh sop    ğÿ‘ kitamestimenang covidmalaysiaâ€ â€"
"8525","Positif",0,"wni positif    neger beambah orang â€"
"8526","Negatif",-2,"berita populer jokowi ganti gugus tugas  satgas  kaya jeff bezos beambah rp triliun   â€"
"8527","Positif",0,"beemu presiden jokowi paai geloradukung pemerintah  dampak pandemi  â€"
"8528","Positif",0,"patroli harkamtibmas brimob jabar sambangi hotel lembah hijau coronavirus  aksinyatalawancorona polricegahcorona polriuntukindonesia brimobjabarcegahcorona baktibrimobjabar bhaktibrimobjabar newnormal baktibrimobuntukindonesia brimobuntukindonesia pictwittercomfcqyexcs"
"8529","Negatif",-2,"kadang suka mikir  kisruh     indonesia  negara    ya    indonesia berai orang yaangg ğÿ‘‰ğÿ‘ˆ aahhh  ğÿ˜”"
"8530","Negatif",-1,"tekan angka pasien terkonfirm   lumajang pagi  lumajang bicara  rini  buka ajang suara   informasi  cerdas masyarakat yuk gabung  â€ â€"
"8531","Positif",0,"kurwanya   urugamba nkizindi zose mu ngabo zitanze zitizigama zikwiye kuzahabwa umudariumugaba wikirengaazibuke abagangaofficers ğÿ‘ğÿâ€â™‚ïcyanehamwe nitangazamakurumuriğÿ‘œğÿğÿ‘œğÿ"
"8532","Positif",0,"tau      alami ubah pasca pandemi     indonesia loh ya    dunia   bayang dampak    negara   stabil ekonomi banggabuatanindonesia kitabelakitabeli"
"8533","Positif",1,"  peanyaan   ğÿ  rakyat   beban biaya rapid test  karantina    â€ download aplikasi idn  konten tarik  ğÿ‘‡"
"8534","Positif",2,"efek  pandemi   ubah  hidup manusia  dunia masuk     manfaat teknologipastipunya solusi  nih banggabuatanindonesia kitabelakitabeli pictwittercomgmpqfmy"
"8535","Positif",0,"dokter reisa mari  kompak lawan  â€"
"8536","Negatif",-3," main parcel  pergi jalan jalan   niğÿ˜‚"
"8537","Positif",0,"pemerintahmengoperasikan mesin deteksi  nama cobas fullyautomated molecular system mesin  sanggup uji sampel swab   harap  penuh target tes   ribu spesimen   video â€"
"8538","Negatif",-1,"    alami ubah pasca pandemi     indonesia loh ya    dunia banggabuatanindonesia kitabelakitabeli pictwittercomwqxxdtbqc"
"8539","Positif",1,"kondisi pandemi  uang indonesia rebut pasar udang dunia â€ fb twitter instagramharianpilarofficial"
"8540","Positif",0,"pakar    as bahas  lingkup politik  medis â€"
"8541","Positif",0,"â€  alpa â€ pilih  tang   sok pilih  baikğÿ˜š janganalpa  mco  â€"
"8542","Negatif",-2,"ji  kak arrangements kak liye apne gun g  chodiye jalmgan delhi ki halat sudhawaiye kendr orang bjp pe madne  halat  sudhrenge orang bataye  ynha bhi amit sha ji  he aana h"
"8543","Negatif",-1,"putus rantai sebar   patuhiprotokolkasusehatan pictwittercomnxdptycn"
"8544","Positif",0,"      buwat pei plm lawak "
"8545","Negatif",-1,"kendal  anies  persen warga jakaa isi clm ğÿ’"
"8546","Positif",0,"kaimanasinergitas  jalin  akrab  bhabinkamtibmas  babinsa koramil kaimana  gawai distrik berbincangbincang  kamtibmas  pandemi      wilayah bina kaimana kota distrik kaimana selasa pictwittercomiqwcss"
"8547","Positif",3,"     pengaruh pandemi   ubah  hidup manusia  dunia masuk     manfaat teknologi banggabuatanindonesia kitabelakitabeli"
"8548","Negatif",-1,"ğ‚ğğ•ğˆğƒğÿğÿ—ğ‰ğ€ğğ†ğ€ğ ğ€ğ‹ğğ€ orang ramai nasihat  ambil mudah  pandang ringan hadap pandemik     menang  patuh sop    ğÿ‘ sifarcovid kitajagakita kitamestimenang normabaharu penjarakansosial pictwittercomwiqclijkwi"
"8549","Negatif",-1,"pandemi  ubah  ya   aspek sosial   ekonomi pasca pandemi  into   ubah   masuk  new normal     indonesia loh ya    dunia banggabuatanindonesia kitabelakitabeli"
"8550","Positif",1,"gugus tugas cepat penanganan covidâ bubar â€"
"8551","Positif",1,"ahli ekonomi    thermo gun  ngais bilang  konspirasi    ahli analisis"
"8552","Negatif",-1,"putus rantai sebar   patuhiprotokolkasusehatan pictwittercomugfprknas"
"8553","Negatif",-1,"bhakti brimob jabar patroli malam sambang kantor desa cipanas  rutin  beri nyaman masyarakat kitar coronavirus  aksinyatalawancorona polricegahcorona polriuntukindonesia brimobjabarcegahcorona baktibrimobjabar bhaktibrimobjabar pictwittercomipjyedj"
"8554","Negatif",-3,"sahabat yuk kenal istilah    suspek   milik salah   kriteria  a orang  infeksi salur napas akut ispa     sebelumâ€ â€"
"8555","Positif",0,"globalbuzz  jabat peubuhan bangsabangsa  pbb  new york  fasa ama buka  lepas tutup     tular covidjurucakap setiausaha agung pbb antonio guterres stephane dujarric pictwittercombsqysnzqx"
"8556","Negatif",-1,"karyawan bank  pulang pisau positifâ  â€"
"8557","Negatif",-1,"giat dapur   dsn iii desa bogak  c teluk mengkudu  nasi bungkus  warga dampak  senin  wib sd selesai pedulicovid pictwittercomqzwuqzmxxv"
"8558","Negatif",-2,"toleransi agama   pandemi  kayak  isi ya    giat runitas agama   pandemi   cantumin protokol sehat dsb"
"8559","Negatif",-2,"pei beingkah tolol  vaksin  lawan "
"8560","Positif",0,"syarief hasan rakyat  patuh protokol    percaya pemerintah â€"
"8561","Positif",1," indonesia sendiriterjadi ubah lumayan  pasca pandemi  banggabuatanindonesia kitabelakitabeli"
"8562","Positif",0,"cegah sebar  adaptasi   patuh protokol  polisisumsel polisipalembang dentri dhirabernard protokolkasusehatancovid promoterpolri polisihumanisâ€ â€"
"8563","Positif",0," rebak istana siak  tutup  umumriaupos istanasiakditutup coronasiak covidsiak â€"
"8564","Positif",2,"tunggu   kocak tunggu "
"8565","Positif",0," harga vaksin  sinovac  indonesia â€"
"8566","Negatif",-1,"alhamdulillah pemerintah camat pusako kabupaten siak  pemerintah pusat â salur bantu langsung tunai blt kemensos dampak  tahap iii  orang kepala keluarga  kampungdesa sekecamatan pusako â€"
"8567","Negatif",-1,"bupati kuta kaanegara himbauan nomorpdinkasussk  batas jalan   wilayah kabupaten kuta kaanegara  gugustugascovidkukar dinkasuskukar prokomkukar kutaikaanegara pictwittercomnjwbcesdvy"
"8568","Positif",0,"ythfgv warnung von arzt limeng y  coronavirus  sarcovcovidcoronavirpictwittercompegxspmvne"
"8569","Positif",0,"h hadir rdiwebinar dampak   sektor pariwisata  upayaupaya transisi new normal narasumber  ayu krishna upi lianda lubis tahura ir h djuanda  juli  wib live youtube pariwisata newnormal pictwittercomxddxtyf"
"8570","Negatif",-2,"polsek tekung laksana patroliantisipasi   himbuan kamtibmas  pemakain masker  masyarakat   laksana jaga pos kamling  antisipasi sebar   menghimbau masyarakat  masker   cuci tanganpictwittercomqjgiwazhv"
"8571","Positif",0,"erick thohir pimpin komite penanganan    sense of crisis sepeiâ jokowi â€"
"8572","Positif",0,"erick thohir pimpin komite penanganan    sense of crisis sepeiâ jokowi â€"
"8573","Positif",1,"kalo bicara  efek pandemi           impact   peumbuhan ekonomi  lho utama umkm   banggabuatanindonesia kitabelakitabeli"
"8574","Negatif",-2," masker  jaga jarak ya gaess patuh protokol sehat  ya bersamalawancovid pictwittercomqfpiielgw"
"8575","Positif",0,"cuci tang  sentuh keran  krisbow    aman coronavirus   cilegonnews cilegoncorona poable promokrisbow â€"
"8576","Positif",0,"mobil pickup  laris  kendara tumpang     pandemi  mobil pickup suzuki  laris  modelmodel kendara tumpang pictwittercombtpftep"
"8577","Negatif",-1,"kemenkasus ajar  rumah  pandemi  pengaruh sehat jiwaâ anak â€"
"8578","Positif",0,"  jangkit   dunia cecah jutaâ kasus â€"
"8579","Negatif",-2,"dpo  bongkar paksa peti jenazah  keliar   khawatir â€"
"8580","Positif",0,"vaksin   ketemuu"
"8581","Negatif",-2," putus mata rantai tular  koramil  polsek lebaksiu beri sosialisasipictwittercomwitzpqqvz"
"8582","Negatif",-2,"   cuan mbak  konsekuensi  super duper   orang  pikir normal  pilih  resign   mati  lawan     janji  abdi  nakasus  masyarakat"
"8583","Negatif",-1,"semoga    ya  tuju adakan gerak banggabuatanindonesia kemarin  ya tuju  dukung umkm indonesia  kena dampak pandemi coviddengan  apadengan  kitabelakitabeli  bantu stabilitas ekonomi pictwittercomzcrvksxrfw"
"8584","Positif",0,"serius pemerintah  bawa indonesia pulih  krisis pandemi  ekonomi   implementasi  bentuk gugus tugas  cepat proses pemulihan pandemi   bangkit  ekonomi nasional menujuindonesiamaju indahnyaberbagi pictwittercomruyysyhuoh"
"8585","Positif",1,"covidjknp siasat wanita  patuh kuarantin via"
